Duration (in seconds),QID6,QID7,QID9,QID10,QID12,QID13,QID15,QID16,QID18,QID19,QID21,QID22,QID24,QID25,QID27,QID28,QID30,QID31,QID33,QID34,QID36,QID37,QID39,QID40,QID42,QID43,QID45,QID46,QID48,QID49,QID51,QID52,QID54,QID55,QID57,QID58,QID60,QID61,QID63,QID64,QID66,QID67,QID69,QID70,QID72,QID73,QID75,QID76,QID78,QID79,QID81,QID82,QID84,QID85,QID87,QID88,QID90,QID91,QID93,QID94,QID96,QID97,QID99,QID100,QID102,QID103,QID105,QID106,QID108,QID109,QID111,QID112,QID114,QID115,QID117,QID118,QID120,QID121,QID123,QID124,QID126,QID127,QID129,QID130,QID132,QID133,QID135,QID136,QID138,QID139,QID141,QID142,QID144,QID145,QID147,QID148,QID150,QID151,QID153,QID154,QID156,QID157,QID159,QID160,QID162,QID163,QID165,QID166,QID168,QID169,QID171,QID172,QID174,QID175,QID177,QID178,QID180,QID181,QID183,QID184,QID186,QID187,QID189,QID190,QID192,QID193,QID195,QID196,QID198,QID199,QID201,QID202,QID204,QID205,QID207,QID208,QID210,QID211,QID213,QID214,QID216,QID217,QID219,QID220,QID222,QID223,QID225,QID226,QID228,QID229,QID231,QID232,QID234,QID235,QID237,QID238,QID240,QID241,QID243,QID244,QID246,QID247,QID249,QID250,QID252,QID253,QID255,QID256,QID258,QID259,QID261,QID262,QID264,QID265,QID267,QID268,QID270,QID271,QID273,QID274,QID276,QID277,QID279,QID280,QID282,QID283,QID285,QID286,QID288,QID289,QID291,QID292,QID294,QID295,QID300,QID301,QID297,QID298,QID303,QID304,QID306,QID307,QID309,QID310,QID312,QID313,QID315,QID316,QID318,QID319,QID321,QID322,QID324,QID325,QID327,QID328,QID330,QID331,QID333,QID334,QID336,QID337,QID339,QID340,QID342,QID343,QID345,QID346,QID348,QID349,QID351,QID352,QID354,QID355,QID357,QID358,QID360,QID361,mTurkCode
238,lovely,5,,,,,,,,,,,rough,5,,,,,,,,,,,,,,,,,,,,,,,,,,,ancient,3,,,,,cute,5,,,,,,,,,proud,5,,,,,excited,4,,,,,,,,,,,,,adorable,3,,,,,gorgeous,4,,,,,,,,,cute,4,,,,,,,,,,,,,,,,,,,,,shy,2,,,,,jealous,3,,,,,,,fat,2,,,,,,,,,,,,,,,,,,,,,,,rough,4,,,,,talented,1,,,,,,,faithful,1,,,,,,,stunning,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adorable,5,,,cute,4,,,crazy,2,,,,,,,,,dirty,2,,,,,,,,,,,
426,clever,3,,,,,,,,,,,rough,4,,,,,lazy,3,empty,3,,,,,,,,,,,,,creepy,5,sexy,3,,,comfortable,4,,,,,,,,,,,,,,,,,,,,,talented,3,,,,,,,,,,,,,,,,,,,gorgeous,4,,,,,faithful,3,,,,,,,,,,,,,,,gorgeous,3,,,excited,3,,,proud,3,,,,,talented,4,deadly,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smooth,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sleepy,5,,,,,,,,,,,inspirational,5,,,,,cute,4,,,deadly,3,
243,wicked,5,,,,,strange,2,,,excited,4,,,,,,,,,,,,,inspirational,5,,,,,,,,,,,,,loud,5,,,,,,,,,dying,3,,,,,,,proud,3,,,,,,,,,,,,,,,,,,,,,,,,,,,sleepy,3,,,,,talented,2,,,,,,,,,,,,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gorgeous,4,,,,,,,,,dirty,1,,,,,,,,,strong,3,,,,,,,,,holy,3,,,,,faithful,5,,,,,pretty,2,excited,4,tired,2,faithful,2,,,,,,,,,,,,,,,,,,,,,,,,,faithful,5,,,,,,,,,,,,,,,,,,,,,,,
787,comfortable,3,,,wicked,3,,,,,excited,4,,,,,,,,,,,,,,,ancient,3,,,christian,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inspirational,4,,,,,,,,,,,,,,,adorable,3,,,,,,,,,,,,,,,,,,,dry,5,,,,,,,,,,,,,,,,,shy,4,bloody,4,,,,,,,smooth,2,poor,4,,,,,,,,,,,ancient,4,,,,,,,,,,,,,,,,,,,talented,4,,,,,peaceful,3,,,,,,,,,,,,,,,,,,,excited,4,,,,,,,,,,,,,,,,,strong,1,,,,,,,,,,,,,confused,4,,,,,shy,1,,,,,lonely,4,,,,,,,,,
1093,wicked,4,,,wicked,4,,,,,,,,,,,lazy,4,,,,,,,,,,,,,,,shy,3,attractive,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dirty,4,,,,,,,,,,,,,,,illegal,3,,,,,,,,,,,,,loud,4,,,,,,,confused,3,,,nasty,5,,,deadly,4,,,,,clever,4,,,,,tired,5,sick,4,,,,,,,stunning,5,,,,,,,,,confused,,,,,,,,dirty,4,,,,,,,,,peaceful,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,5,
235,clever,3,faithful,5,,,strange,3,adorable,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adorable,3,,,,,,,shy,2,,,,,,,,,,,,,,,,,,,,,confused,4,,,,,cute,4,,,,,,,,,,,,,,,,,,,hungry,2,,,,,fancy,4,cute,4,,,,,extreme,4,deadly,5,,,,,funny,4,,,,,,,,,,,,,,,,,faithful,2,holy,3,,,,,,,,,,,,,,,,,faithful,3,,,,,,,,,,,,,,,,,outdoor,3,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,4,
760,lovely,2,,,,,,,,,,,,,dumb,2,,,,,,,,,,,,,,,tired,4,,,,,,,,,,,,,,,,,,,talented,4,,,,,,,,,smooth,3,,,,,safe,2,,,,,,,,,,,,,,,,,,,outdoor,4,,,,,,,,,hilarious,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ancient,3,,,,,,,,,,,,,,,,,,,,,,,insane,4,,,,,excited,3,,,,,,,,,clean,3,illegal,4,clever,4,,,,,deadly,4,,,rough,2,,,,,,,,,,,,,,,adorable,3,,,,,,,peaceful,3,,,dumb,4,,,,,,,lonely,5,,,,,,,,,
1369,clever,1,,,,,,,,,,,,,,,,,,,,,ancient,1,,,ancient,2,,,,,,,,,,,,,,,,,proud,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,2,proud,4,,,,,,,,,,,,,,,loud,2,,,,,,,confused,1,,,,,,,,,,,successful,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rough,3,,,,,,,,,,,hilarious,3,deadly,2,,,,,inspirational,3,,,,,,,,,,,,,tired,2,,,,,,,,,divine,4,weird,1,,,,,,,,,,,evil,3,,,,,,,,,,,,,excellent,2,,,,,jealous,2,,,safe,3,,,
276,lovely,1,,,,,strange,3,adorable,3,,,,,,,,,,,,,ancient,2,,,,,,,,,,,,,,,loud,3,,,,,,,,,,,funny,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy,3,,,,,,,,,,,,,weird,3,,,gorgeous,3,,,,,,,,,successful,3,,,,,,,,,smooth,3,,,,,,,,,,,,,,,,,confused,3,,,,,,,,,rough,1,,,inspirational,3,,,,,,,,,faithful,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dirty,3,,,hilarious,1,talented,3,,,,,,,,,,,,,,,,,ugly,1,,,,,lonely,3,,,,,,,,,
1532,wicked,3,,,,,,,,,,,,,,,strong,3,,,,,,,,,,,jealous,3,,,shy,3,,,,,,,,,adorable,3,,,cute,3,,,,,safe,3,funny,3,,,hilarious,3,,,,,,,,,,,successful,3,,,,,,,,,,,,,,,,,,,,,,,,,,,hungry,3,weird,3,,,,,nasty,3,,,,,,,,,,,,,,,peaceful,3,,,poor,3,,,wet,3,stunning,3,fancy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stunning,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faithful,3,,,,,,,,,,,,,,,
736,wicked,4,,,,,,,,,excited,4,,,,,,,ancient,4,holy,3,,,inspirational,5,,,,,,,,,,,,,,,ancient,4,,,,,,,,,,,,,,,,,,,,,excited,2,lazy,4,,,,,,,,,loud,4.5,adorable,3,,,,,,,,,,,,,,,,,loud,4,bloody,1.5,,,,,,,,,,,,,,,,,,,,,funny,4,,,,,,,safe,4,,,,,stunning,5,,,lazy,3,,,,,,,,,,,,,,,,,dying,4,,,,,,,,,,,,,,,,,,,,,,,,,funny,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excellent,4,,,,,,,strong,4,,,,,
1990,clever,4,,,,,,,,,,,,,talented,5,,,,,,,,,,,,,stunning,4,,,,,,,,,,,,,,,,,,,gorgeous,5,,,,,strong,5,proud,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faithful,5,talented,5,clever,4,,,,,hungry,5,,,,,,,,,,,,,,,,,,,,,christian,2.5,,,,,,,,,,,,,,,,,,,,,,,,,weird,5,,,,,,,,,,,,,,,expensive,5,,,,,,,,,,,,,,,excited,4,,,clever,4,,,,,,,creepy,3,excited,5,,,,,,,dry,2,,,,,,,,,,,,,,,crazy,4,,,,,,,,,inspirational,5,,,,,,,,,,,
426,comfortable,3,faithful,3,,,,,adorable,1,excited,3,,,,,,,,,holy,1,,,,,,,,,,,,,,,,,,,,,,,proud,1,,,,,,,,,,,,,,,,,excited,2,dirty,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dry,1,,,,,,,cute,2,,,,,,,,,,,,,peaceful,1,,,,,,,,,,,,,,,,,,,,,,,tough,2,,,,,,,dying,1,,,,,,,,,,,,,hungry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tired,1,cute,3,,,,,strong,1,safe,2,,,excellent,1,,,,,,,,,,,bloody,1,
643,wicked,3.5,,,,,,,,,,,nasty,3,,,,,,,,,,,,,peaceful,3,,,,,,,,,,,,,,,,,,,,,,,,,hungry,3,,,,,,,inspirational,3,,,,,,,clever,3,successful,3,inspirational,3,,,,,,,illegal,3,gorgeous,3,,,,,,,,,,,,,,,,,,,,,,,tired,3,,,faithful,3,,,,,,,,,,,tired,3,,,,,fat,3,,,,,,,,,,,gorgeous,3,,,,,,,stunning,3,,,,,,,,,,,,,,,hilarious,3,,,,,,,,,,,faithful,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,3,,,,,,,,,,,,,,,,,jealous,3,,,,,,,
1110,comfortable,2,,,,,,,,,,,,,,,lazy,3,,,,,,,,,,,,,,,hungry,3,,,heavy,2,,,adorable,3,ancient,3,faithful,4,,,,,,,,,,,,,,,,,,,,,gorgeous,3,,,,,,,loud,3,,,,,,,,,,,,,faithful,3,,,cute,2,,,,,,,,,,,,,,,,,,,,,,,dumb,2,,,,,,,,,,,,,,,,,,,,,dangerous,2.5,,,,,proud,3,,,,,,,,,,,,,talented,2,,,,,,,,,,,,,,,stunning,3,,,,,,,,,,,,,,,,,,,fancy,2,,,,,,,,,,,,,,,ugly,2,,,,,,,,,,,,,,,inspirational,3,,,,,cute,3,,,,,
416,comfortable,2.5,,,,,,,,,,,excited,2,,,,,,,,,,,,,peaceful,2,,,,,,,excited,3,insane,3,loud,5,,,,,,,,,,,,,,,,,proud,4,,,,,,,,,,,,,,,,,,,,,,,talented,5,,,,,bright,3,,,,,,,,,jealous,4,,,,,cute,3,,,,,,,,,,,,,,,,,jealous,4,,,,,,,,,weird,3,,,,,,,,,,,,,,,,,,,dirty,1,,,,,inspirational,5,,,,,,,,,,,,,,,inspirational,5,,,,,,,inspirational,5,,,excited,4,,,faithful,4,,,,,,,divine,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,wicked,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gorgeous,3,,,talented,1,,,,,,,,,,,,,,,,,talented,3,,,,,,,hungry,5,,,,,gorgeous,1,,,,,shy,1,fresh,1,successful,3,,,,,,,,,,,jealous,2,,,,,stunning,5,,,,,,,,,extreme,1,,,,,,,,,,,,,,,talented,4,peaceful,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excited,1,,,,,,,sick,2,,,,,,,adorable,2,,,,,sleepy,4,,,,,,,ugly,1,,,,,,,,,,,safe,5,,,
444,lovely,3,,,safe,2,,,,,,,,,,,strong,3,,,,,cute,3,adorable,2,,,,,,,,,,,,,,,,,strong,2,,,,,,,,,,,,,,,,,inspirational,3,,,,,safe,3,,,,,,,,,,,,,,,healthy,3,clever,2,,,,,,,,,wet,2,,,,,,,,,,,,,,,,,,,,,clever,2,,,,,,,dying,3,,,,,,,,,,,,,ancient,2,gorgeous,3,,,,,,,,,tough,3,,,,,,,,,,,,,,,,,,,,,,,sexy,2,,,excited,3,,,,,,,,,,,,,,,,,,,dry,2,,,hilarious,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,wicked,2,,,,,strange,2,,,,,,,talented,3,,,ancient,1,,,,,,,,,,,tired,1,sweet,1,,,,,,,,,,,,,lonely,2,,,talented,1,heavy,2,insane,2,,,,,,,,,,,,,,,,,,,,,,,proud,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,talented,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stunning,3,,,rough,2,,,,,,,,,,,,,,,,,,,,,,,faithful,3,,,,,clever,3,,,dirty,2,,,inspirational,3,,,,,,,,,,,faithful,2,,,,,,,,,,,,,,,,,,,,,,,,,lonely,2,,,,,,,,,
663,comfortable,3,,,,,,,,,,,,,,,,,ancient,2,,,,,inspirational,3,,,,,,,,,,,,,,,,,,,,,,,,,strong,4,,,,,,,,,,,,,,,,,,,,,adorable,2,,,,,,,,,,,,,,,stunning,3,,,,,,,,,,,,,,,,,,,,,,,fresh,2,,,,,,,,,,,,,,,,,,,,,,,cute,4,,,,,,,,,,,stunning,3,,,adorable,5,,,inspirational,5,,,,,,,,,,,,,,,inspirational,4,,,,,excited,5,,,,,lovely,3,,,,,inspirational,2,,,cute,5,,,,,,,,,talented,5,outdoor,3,,,,,,,loud,5,,,,,,,,,,,,,hilarious,2,,,,,,,,,
790,wicked,2,,,,,,,,,,,,,,,,,,,,,,,,,,,dumb,1,,,,,,,,,,,,,,,,,,,ancient,2,,,,,,,,,sick,1,,,,,,,,,,,successful,2,,,,,safe,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nasty,1,,,,,,,,,,,,,,,,,,,,,hungry,3,,,,,insane,1,cute,2,,,,,,,violent,1,,,,,,,,,,,,,,,,,insane,2,hilarious,1,faithful,3,,,jealous,2,,,,,,,,,,,,,,,,,,,,,,,deadly,2,,,,,,,,,talented,3,deadly,1,,,,,,,,,confused,1,,,,,,,,,,,,,jealous,1,,,,,,,
365,lovely,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bloody,3,,,,,ancient,3,,,,,proud,2,lonely,2,,,,,,,,,,,adorable,2,,,excited,2,,,,,gorgeous,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,difficult,4,fat,3,,,,,,,,,,,,,creepy,2,proud,1,,,,,,,,,dry,1,,,talented,2,,,,,hilarious,1,faithful,3,,,,,,,hilarious,1,,,,,,,,,,,,,,,,,,,,,,,,,dry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sleepy,2,cute,3,,,,,
487,comfortable,1,,,,,,,,,,,hilarious,1,,,,,,,,,,,,,,,dumb,1,,,,,excited,1,,,,,,,,,,,,,ancient,1,,,safe,1,,,proud,1,,,,,,,faithful,1,,,,,successful,1,,,,,,,,,,,,,,,,,,,,,cute,1,shy,1,hilarious,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clever,1,,,dirty,1,faithful,1,,,,,,,,,loud,1,,,,,,,,,strong,1,tired,1,,,,,,,stunning,1,,,,,,,,,,,,,,,safe,1,,,
3366,comfortable,4,,,,,,,strong,2,,,,,talented,5,,,ancient,2,,,,,inspirational,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dirty,2,gorgeous,2,,,,,,,,,adorable,3,,,,,,,,,,,,,talented,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evil,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inspirational,2,,,,,,,,,,,,,,,,,creepy,5,,,,,,,,,,,faithful,3,,,,,adorable,4,tired,1,,,loud,4,,,,,,,violent,2,,,,,,,jealous,4,cute,2,loud,3,,,
946,comfortable,2,,,wicked,3,,,,,excited,4,,,talented,4,,,,,empty,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gorgeous,3,,,,,,,proud,2,,,proud,3,,,,,,,bright,2,,,sick,3,,,,,,,,,,,confused,4,,,,,safe,2,,,,,wicked,3,,,,,,,,,,,,,,,weird,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wicked,3,,,,,,,faithful,3,,,,,,,,,,,,,,,,,,,,,,,,,,,hilarious,3,,,,,,,,,,,,,,,cute,3,,,,,,,,,,,excellent,2,,,,,,,,,,,hilarious,3.5,
692,lovely,2,,,,,,,strong,1,,,,,,,,,,,,,ancient,1,,,peaceful,1,,,,,,,,,insane,2,,,comfortable,2,strong,1,,,,,,,,,,,strong,1,,,,,inspirational,3,,,,,,,,,,,,,,,peaceful,3,,,,,gorgeous,3,peaceful,3,,,,,,,,,,,,,hungry,2,,,,,,,,,,,,,,,,,clever,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faithful,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faithful,3,,,inspirational,3,,,,,,,,,,,excited,1,,,,,,,,,,,,,,,,,,,,,,,peaceful,2,,,,,,,,,dirty,1,,,,,,,,,,,
170,wicked,2,faithful,1,,,clever,1,,,,,,,,,strong,1,,,,,,,,,,,,,cute,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shy,3,,,,,,,,,,,,,,,,,,,hilarious,1,,,gorgeous,1,stupid,3,,,faithful,3,,,,,,,talented,1,strange,3,,,peaceful,3,,,,,,,stunning,1,fancy,2,,,,,innocent,1,,,,,,,,,,,,,,,,,,,,,cute,3,,,,,,,creepy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,3,faithful,1,,,,,,,,,,,,,,,
336,lovely,1,,,,,,,,,,,,,talented,4,,,,,,,,,,,,,nasty,3,,,,,,,,,,,adorable,4,,,,,,,,,talented,2,,,,,proud,3,,,,,,,,,gorgeous,4,,,,,,,,,,,,,talented,4,,,,,,,,,talented,1,cute,4,,,,,,,,,,,,,,,,,,,,,successful,4,,,funny,3,jealous,2,peaceful,2,,,,,,,,,,,,,,,ancient,2,gorgeous,3,,,,,,,,,,,,,,,,,,,peaceful,3,,,,,,,,,,,,,hilarious,2,,,,,,,,,,,,,,,,,,,,,divine,3,,,,,,,,,,,adorable,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,clever,2,,,,,clever,2,,,,,,,,,,,,,,,,,,,peaceful,2,,,,,,,excited,2,heavy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,tough,2,,,,,,,,,,,peaceful,3,,,,,,,,,,,,,,,,,,,,,,,,,,,gorgeous,2,,,,,dangerous,2,,,,,,,,,,,,,,,safe,1,,,wet,3,,,,,wicked,2,,,,,,,proud,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excited,1,cute,3,,,dry,1,,,,,,,,,,,,,cute,3,,,,,,,,,faithful,1,,,,,dry,1,,,,,,,cute,3,
274,lovely,2,,,,,,,,,,,hilarious,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proud,3,proud,4,,,,,,,strong,3,,,hilarious,3,inspirational,3,,,,,,,,,,,adorable,3,,,,,,,,,,,,,,,,,,,,,sick,3,,,deadly,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hungry,4,,,,,,,,,,,,,,,,,,,,,,,adorable,3,dying,1,,,,,,,excited,3,peaceful,2,,,,,,,,,,,,,,,,,clever,4,,,,,,,,,,,,,,,,,dry,2,strong,4,,,deadly,2,,,,,,,,,,,,,,,,,,,,,,,,,safe,4,,,,,
377,clever,3,,,,,,,adorable,3,,,,,,,,,,,tired,3,,,inspirational,2,,,,,,,,,,,,,loud,4,,,,,,,,,,,,,hungry,3,,,,,,,,,excited,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dry,5,,,,,,,,,,,cute,3,,,,,,,,,,,,,tired,2,,,,,,,,,,,,,,,,,,,,,,,,,,,funny,2,,,,,,,talented,1,,,,,,,jealous,1,talented,3,,,,,,,,,clean,4,,,,,,,,,sick,2,,,,,,,,,,,,,,,,,,,,,ugly,1,,,,,peaceful,2,,,,,,,,,dirty,3,,,,,,,safe,3,,,