Duration (in seconds),QID10,QID11,QID13,QID14,QID16,QID17,QID19,QID20,QID22,QID23,QID25,QID26,QID28,QID29,QID31,QID32,QID34,QID35,QID37,QID38,QID40,QID41,QID43,QID44,QID46,QID47,QID49,QID50,QID52,QID53,QID55,QID56,QID58,QID59,QID61,QID62,QID64,QID65,QID67,QID68,QID70,QID71,QID73,QID74,QID76,QID77,QID79,QID80,QID82,QID83,QID85,QID86,QID88,QID89,QID91,QID92,QID94,QID95,QID97,QID98,QID100,QID101,QID103,QID104,QID106,QID107,QID109,QID110,QID112,QID113,QID115,QID116,QID118,QID119,QID121,QID122,QID124,QID125,QID127,QID128,QID130,QID131,QID133,QID134,QID136,QID137,QID139,QID140,QID142,QID143,QID145,QID146,QID148,QID149,QID151,QID152,QID154,QID155,QID157,QID158,QID160,QID161,QID163,QID164,QID166,QID167,QID169,QID170,QID172,QID173,QID175,QID176,QID178,QID179,QID181,QID182,QID184,QID185,QID187,QID188,QID190,QID191,QID193,QID194,QID196,QID197,QID199,QID200,QID202,QID203,QID205,QID206,QID208,QID209,QID211,QID212,QID214,QID215,QID217,QID218,QID220,QID221,QID223,QID224,QID226,QID227,QID229,QID230,QID232,QID233,QID235,QID236,QID238,QID239,QID241,QID242,QID244,QID245,QID247,QID248,QID250,QID251,QID253,QID254,QID256,QID257,QID259,QID260,QID262,QID263,QID265,QID266,QID268,QID269,QID271,QID272,QID274,QID275,QID277,QID278,QID280,QID281,QID283,QID284,QID286,QID287,QID289,QID290,QID292,QID293,QID295,QID296,QID298,QID299,QID301,QID302,QID304,QID305,QID307,QID308,QID310,QID311,QID313,QID314,QID316,QID317,QID319,QID320,QID322,QID323,QID325,QID326,QID328,QID329,QID331,QID332,QID334,QID335,QID337,QID338,QID340,QID341,QID343,QID344,QID346,QID347,QID349,QID350,QID352,QID353,QID355,QID356,QID358,QID359,QID361,QID362,QID364,QID365,QID367,QID368,QID370,QID371,QID373,QID374,QID376,QID377,QID379,QID380,QID382,QID383,QID385,QID386,QID388,QID389,QID391,QID392,QID394,QID395,QID397,QID398,QID400,QID401,QID403,QID404,QID406,QID407,QID409,QID410,QID412,QID413,QID415,QID416,QID418,QID419,QID421,QID422,QID424,QID425,QID427,QID428,QID430,QID431,QID433,QID434,QID436,QID437,QID439,QID440,QID442,QID443,QID445,QID446,QID448,QID449,QID451,QID452,QID454,QID455,QID457,QID458,QID460,QID461,QID463,QID464,QID466,QID467,QID469,QID470,QID472,QID473,QID475,QID476,QID478,QID479,QID481,QID482,QID484,QID485,QID487,QID488,QID490,QID491,QID493,QID494,QID496,QID497,QID499,QID500,QID502,QID503,QID505,QID506,QID508,QID509,QID511,QID512,QID514,QID515,QID517,QID518,QID520,QID521,QID523,QID524,QID526,QID527,QID529,QID530,QID532,QID533,QID535,QID536,QID538,QID539,QID541,QID542,QID544,QID545,QID547,QID548,random
622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hungry,4,,,,,,,,,,,,,,,cute,4,,,,,,,,,,,adorable,4,proud,4,sleepy,4,cute,4,,,,,,,talented,1.5,,,safe,5,,,,,,,,,,,,,,,attractive,3,,,,,,,,,excellent,3,hungry,4,excellent,4,,,,,hilarious,4,talented,3,sexy,3,,,,,,,,,sleepy,4,friendly,3,,,warm,4,,,,,,,attractive,2,excellent,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11353
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,2,stunning,2,empty,1,adorable,4,,,,,,,excellent,1.5,,,,,dry,2,lazy,2,,,lazy,3,,,,,sleepy,3,,,,,,,,,warm,1,ugly,3,,,,,nasty,3,,,empty,3,,,,,,,excellent,1,shy,2,,,,,,,,,,,,,,,excited,3,,,excellent,1,,,,,,,,,,,adorable,4,,,,,hilarious,3,rough,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10324
594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gorgeous,3,,,,,dumb,3,empty,4,,,,,adorable,4,cute,2,,,,,excellent,2,clean,2,dying,5,,,stunning,3,,,,,,,,,,,fresh,3,,,,,,,,,,,,,excellent,4,,,excellent,2,empty,2,,,,,attractive,5,,,shy,3,,,,,,,,,healthy,2,excellent,4,,,,,,,,,clean,2,,,excellent,4,,,,,,,,,,,,,,,,,,,crazy,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13614
506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gorgeous,4,,,,,adorable,4,,,,,,,excellent,4,,,,,,,,,,,,,successful,3,,,,,attractive,2,,,cute,3,excited,3,,,lazy,1,,,,,,,comfortable,4,funny,3,,,,,,,,,,,attractive,1,,,,,outdoor,3,,,excellent,3,,,excellent,3,lazy,1,,,talented,3,,,,,,,,,adorable,4,,,,,,,,,funny,1,,,adorable,4,,,evil,2,,,,,41935
594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outdoor,3,,,,,,,stunning,3,,,,,,,,,confused,1,,,clever,3,,,,,lazy,2,,,,,wet,2,,,,,talented,5,,,,,excited,5,,,,,,,,,illegal,1,excellent,1,,,,,,,illegal,3,,,,,cute,5,,,crazy,5,,,,,,,,,illegal,2,sexy,3,wicked,1,clever,2,,,sexy,2,sleepy,1,,,,,,,,,,,,,,,,,wet,2,12892
610,,,outdoor,1,deadly,3,dumb,1,empty,2,,,,,,,rough,2,sleepy,2,cute,4,,,wicked,3,,,dry,1,,,,,,,,,empty,2,,,,,bitter,1,expensive,3,,,,,ugly,2,,,,,,,,,,,empty,1,,,,,,,,,,,,,,,,,,,,,,,,,warm,3,,,,,,,,,,,,,,,warm,3,excited,3,excellent,1,,,clean,2,,,excellent,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20101
287,,,cute,4,,,,,,,,,,,difficult,2.5,,,shy,4,,,excellent,4,wicked,4,,,,,,,extreme,2,,,,,,,rough,3,talented,4,,,,,,,safe,4,,,,,,,,,,,,,,,,,attractive,4,,,,,,,difficult,2,,,,,healthy,3,deadly,2,,,,,,,,,,,,,excellent,2,cute,4,friendly,3,,,,,excited,3,,,,,evil,3,excellent,3,crazy,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10463
720,,,,,,,,,,,,,,,excellent,3,,,,,,,,,,,,,,,stunning,4,,,proud,4,sleepy,2,,,excited,1,fresh,1.5,,,,,,,warm,5,,,,,,,comfortable,4,excellent,1,,,,,,,,,,,,,talented,2,wicked,2,,,,,,,excited,5,hilarious,4,excited,4,,,,,tough,5,adorable,4,successful,1,,,friendly,3,violent,5,,,,,,,rough,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48995
1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gorgeous,4,adorable,3,,,,,,,stunning,3,,,,,,,,,rough,3,excellent,2.5,clever,2,,,,,,,extreme,3,,,,,empty,3,,,,,bitter,2,,,,,,,,,funny,4,excellent,4,,,,,empty,3,,,talented,4,,,excellent,5,,,,,,,,,,,,,,,talented,3,,,sexy,4,,,,,extreme,3,,,cute,4,peaceful,3,,,,,,,excellent,4,,,,,,,,,29808
1297,gorgeous,2,,,,,,,,,talented,2,talented,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,expensive,5,,,warm,5,,,,,,,,,,,insane,1,attractive,5,,,,,,,shy,1,weak,5,,,hungry,4,excellent,5,healthy,4,excited,4,hilarious,5,,,warm,3,excellent,2,,,adorable,5,,,,,,,violent,4,funny,5,,,,,,,,,,,crazy,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49925
758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,2,stunning,1,,,excellent,3,,,,,cute,3,,,clever,1,,,,,,,extreme,1,,,wet,1,,,,,fresh,3,violent,1,talented,1,,,warm,3,,,funny,2,excellent,3,comfortable,4,,,,,excited,4,,,,,,,,,,,excellent,1,,,,,,,,,talented,3,,,,,,,,,adorable,2,,,,,,,,,warm,4,creepy,2,,,,,,,,,,,17021
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,1,deadly,1,dumb,1,,,talented,1,empty,1,,,cute,3,,,,,,,,,fat,1,,,,,,,,,,,,,,,fresh,1,,,talented,1,excited,1,,,,,,,,,,,,,,,excited,4,,,attractive,1,,,,,,,difficult,1,crazy,1,,,,,,,,,,,warm,1,,,tough,1,adorable,1,,,hilarious,1,,,violent,3,funny,1,,,,,,,,,,,,,46284
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hungry,4,adorable,3,empty,3,,,,,adorable,4,,,,,cute,3,,,,,,,,,,,adorable,4,attractive,4,,,cute,3,excited,3,fresh,3,,,talented,2,,,angry,3,,,,,excellent,2,,,,,,,,,,,,,,,shy,3,,,,,,,,,healthy,3,excited,2,hilarious,3,,,,,,,,,,,sexy,4,,,,,,,,,,,,,faithful,4,,,excellent,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40556
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excellent,2,wicked,2,,,violent,1,,,,,attractive,2,,,,,excited,1,,,violent,1,,,,,warm,2,,,funny,1,,,comfortable,2,,,empty,2,,,deadly,3,,,excellent,2,,,,,,,,,,,lazy,2,deadly,1,,,,,,,,,,,,,sexy,3,,,peaceful,2,,,,,creepy,2,adorable,3,,,clean,2,,,excellent,4,26154
843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outdoor,2,hungry,3,,,,,,,talented,2,,,,,,,,,,,,,dying,1,successful,2,,,,,,,,,empty,3,,,,,,,,,excited,2,,,busy,2,,,,,,,excellent,2,empty,2,,,deadly,2,illegal,1,excellent,3,,,,,,,crazy,3,,,dirty,3,,,,,,,,,,,,,,,excellent,3,,,peaceful,2,violent,3,,,,,adorable,3,,,,,,,excellent,4,36425
769,,,,,,,nasty,1,,,talented,1,,,,,,,,,,,,,,,,,successful,1,excited,1,adorable,2,attractive,1,sleepy,1,,,,,,,,,,,,,,,,,dangerous,5,,,,,excellent,1,empty,1,,,,,,,excellent,4,outdoor,1,,,,,,,excellent,2,,,,,hilarious,1,talented,3,,,wicked,3,clean,1,adorable,3,,,sleepy,1,,,violent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16899
1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,successful,2,,,cute,2,,,talented,3,,,adorable,2,hurt,2,,,excellent,3,,,fat,2,,,,,extreme,1,,,,,,,,,,,,,expensive,1.5,,,angry,1,,,,,excellent,1,,,,,empty,1,excited,2,,,,,excellent,2,,,,,,,,,,,,,excellent,1,,,,,,,,,,,,,,,,,peaceful,1,violent,2,,,creepy,1,,,faithful,2,,,clear,1,,,29890
170,,,cute,4,,,,,,,,,,,,,,,,,,,excellent,4,wicked,4,dying,4,successful,4,,,adorable,4,,,sleepy,4,empty,4,excited,4,,,lazy,4,,,,,,,,,fat,4,,,,,,,,,excited,4,attractive,4,,,,,,,weak,4,wicked,4,,,,,healthy,4,,,hilarious,4,illegal,4,,,,,,,,,,,,,friendly,4,,,,,creepy,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42390
463,gorgeous,3.5,,,,,,,cute,5,,,talented,2,,,adorable,4,,,,,,,,,fat,3,,,,,,,,,,,empty,3,,,,,,,,,attractive,5,,,,,fat,3,lazy,4,nasty,3,,,empty,4,,,attractive,3,,,excellent,5,shy,4,cute,5,,,hungry,4,excellent,3,,,,,,,,,warm,5,excellent,4,,,,,,,,,,,,,,,,,,,faithful,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46751
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gorgeous,4,,,,,,,adorable,4,,,,,difficult,3,,,hurt,3,confused,3,,,,,,,,,lazy,3,extreme,3,,,deadly,4,wet,3,,,,,,,,,,,,,comfortable,4,,,lazy,3,,,deadly,3,,,,,,,,,,,outdoor,3,talented,4,,,,,cute,4,,,,,hilarious,3,illegal,3,,,wicked,4,,,,,,,,,,,,,,,,,,,comfortable,5,,,insane,4,,,25763
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gorgeous,4,,,,,,,,,stunning,3,,,,,cute,3,,,cute,2.5,hungry,4,,,,,,,stunning,2,,,attractive,4,,,,,,,talented,2,,,,,,,,,,,,,,,,,,,empty,2,excited,4,,,attractive,4,,,outdoor,3,cute,4,,,,,excellent,3,,,,,,,excited,2,,,,,clean,3,adorable,5,sexy,4,,,peaceful,4,,,,,,,,,,,attractive,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30214
426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gorgeous,3,cute,2,,,adorable,3,adorable,2,stunning,2,,,,,,,,,cute,3,hungry,3,clever,2,fat,2,,,stunning,3,,,attractive,2,,,,,,,talented,4,violent,3,,,,,,,busy,2,,,,,,,,,empty,2,excited,4,,,,,,,,,,,excellent,3,,,,,,,,,talented,3,,,,,,,,,,,,,,,,,,,,,,,adorable,3,,,,,,,excellent,3,15241
345,tired,1,,,deadly,4,adorable,1,,,,,,,,,rough,1,shy,2,,,,,,,,,,,excited,3,,,,,,,,,,,,,,,,,cute,4,,,busy,1,,,,,,,,,rough,1,,,,,attractive,3,,,shy,2,,,,,hungry,5,excellent,3,,,excited,2,,,,,warm,1,,,,,,,successful,1,cute,3,,,violent,1,,,,,,,rough,2,evil,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37248
409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,4,hungry,3,dumb,2.5,,,,,,,,,,,,,,,,,clever,4,,,successful,3,,,extreme,3,,,deadly,2,,,rough,4,,,,,,,,,,,ugly,3,,,,,comfortable,4,deadly,3,,,,,,,,,,,,,,,excellent,3,,,,,dirty,3,excellent,4,,,,,warm,3,,,,,,,,,,,,,successful,4,warm,2,excited,3,excellent,3,,,,,clear,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000
437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,successful,4,,,,,,,,,,,cute,5,sleepy,4,,,,,,,,,,,,,adorable,2,,,wet,3,,,,,,,,,expensive,3,,,safe,3,,,dangerous,3,lazy,4,comfortable,2,excellent,4,,,,,talented,4,,,excellent,3,,,,,,,crazy,4,,,,,deadly,4,,,,,,,,,,,,,successful,3,,,violent,4,,,,,extreme,3,,,,,evil,3,insane,4,,,20935
633,,,,,,,,,empty,2,talented,1,empty,1,excellent,1,,,,,cute,3,,,,,,,,,,,,,proud,3,,,,,,,fresh,1,,,expensive,2,,,warm,1,,,,,excellent,1,illegal,3,lazy,1,,,,,,,,,excellent,2,,,,,,,,,,,,,,,,,,,,,wicked,2,tough,1,adorable,4,,,,,,,,,warm,2,,,hilarious,1,,,,,clear,1,crazy,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11958
445,,,,,,,,,,,,,talented,4,,,cute,4,,,cute,3,,,wicked,4,creepy,2,dry,4,,,angry,3,lazy,4,sleepy,4,,,rough,4,,,,,hilarious,2,,,,,,,,,,,,,excellent,4,rough,4,excited,3,,,,,,,,,,,excellent,3,hungry,4,,,,,,,,,talented,4,,,excellent,4,,,,,excellent,4,,,,,,,,,excited,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35064
1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,4,,,empty,2,adorable,4,,,shy,3,,,,,,,creepy,3,,,,,,,,,,,cute,3,,,,,lazy,1,expensive,3,attractive,5,safe,3,,,dangerous,4,excellent,4,,,,,,,,,attractive,5,,,excellent,4.5,,,,,,,hungry,4,,,,,,,hilarious,4,,,,,excellent,5,,,,,,,sleepy,5,,,,,,,,,,,faithful,5,,,,,crazy,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,2,,,,,,,,,,,excellent,1,,,,,cute,1,,,,,,,successful,3,,,,,,,,,,,rough,1,,,,,,,excited,2,,,,,,,excellent,4,,,,,,,,,talented,1,,,,,,,cute,4.5,excellent,3,,,excellent,1,dirty,2,,,,,excited,1,warm,2,,,tough,2,extreme,2,,,cute,1,,,violent,2,,,,,,,comfortable,3,,,,,excellent,5,45477
370,,,,,successful,4,adorable,3,,,stunning,3,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,4,,,talented,3,lazy,3,,,,,warm,3,,,,,excellent,3,comfortable,3,,,,,,,,,attractive,3,excellent,3.5,shy,3,,,,,,,,,healthy,3,excited,4,,,,,hilarious,3,,,,,adorable,4,,,,,,,adorable,3,,,,,,,rough,4,attractive,5,,,crazy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34974
